0,-1.9639979712567028,0.4004887918946876
0,-1.967032542586637,0.3994089512976661
0,-2.0249453606620462,0.059474571630371044
1,-2.0014681642746726,0.4268265003910703
2,-1.7011492385789817,0.20597366933994632
3,-1.6634727040566608,0.2965146854313065
4,-1.8657711939115664,0.5520538780585139
5,-1.5108599739305786,0.3233026632292605
6,-1.571648234011621,0.44067111524494446
0,-2.24213631280129,0.6175717488757878
1,-2.044228124820698,0.06487172635060036
2,-2.0071280781531855,0.4368458951526677
3,-1.6922925499425971,0.20402806093138004
4,-1.8771694451120597,0.5527917260218613
5,-1.6617965278196596,0.29141318073329053
6,-1.5463081077979448,0.33275921912858314
0,-2.2503437734745857,0.6244476974447826
1,-2.0560847000425513,0.0885450003698823
2,-2.082044097661357,0.22833569694251668
3,-1.7269605666247856,0.20883972968060027
4,-1.6846220925761972,0.2993705424512819
5,-1.5531056424003566,0.32528239278937005
0,-2.062074675209456,0.05543736478645095
1,-2.246415586581854,0.6124636720804089
2,-2.084148924261898,0.2116179854839664
3,-1.9702347918117191,0.47538355277506
4,-1.6968942711194581,0.199710796372979
5,-1.7629273172522695,0.45248006765991805
6,-1.560263319961382,0.3119743215319077
0,-2.060380466435076,0.05462047198272872
1,-2.2416788989363265,0.6199469286508288
2,-1.9605159261818292,0.4813252028572157
3,-1.6807925517562075,0.1955892067765397
4,-1.5567876855014373,0.307389306696819
5,-1.7628356381041186,0.449196975101546
0,-2.2475722527033923,0.6190854642652509
1,-2.0614730679538997,0.05571222728874094
2,-2.085019016273912,0.21505776529076642
3,-1.9759491543157508,0.46827223443086197
4,-1.7200046078176419,0.1926549869357982
5,-1.5568741861251851,0.3141230563044871
6,-1.6858840257235856,0.28001022863448505
7,-1.7617100103783572,0.45072691745714083
0,-2.2413725122756407,0.608052630173495
1,-2.059937778366107,0.05636246492416356
2,-1.8879523130718197,0.5445873736699515
3,-1.7227639885214296,0.19512794815025422
4,-1.5567521152897257,0.3153848600510215
5,-1.687523623575153,0.28075639728077595
0,-2.2461568503440095,0.6258400414333912
1,-2.0601900752761053,0.05863358609982136
2,-2.023104665400405,0.42934170386066123
3,-1.7283566767371905,0.19500188144942626
4,-1.6874802813620713,0.28237100050756236
5,-1.5509807700577198,0.3118452287301413
6,-1.8882178553652065,0.5458466649320297
0,-2.240081173736446,0.6133549926222135
1,-2.0613593067443308,0.057085508248297716
2,-2.0868678618333614,0.20589537686714357
3,-2.0325262048416852,0.4186205798588327
4,-1.8880578197825486,0.546120223468057
5,-1.5530649142281319,0.3121217262704835
6,-1.7732464533736572,0.452929411634381
7,-1.7283653067506874,0.1948193266848121
8,-1.6960762857043263,0.28746168060822297
0,-2.240818767519872,0.6258365521445105
1,-2.060769624583345,0.053958826618199895
2,-1.965521554546195,0.4781665628304335
3,-1.5526630285534069,0.30679958524276535
4,-1.7257872070194016,0.1925355436813435
5,-1.764534111788381,0.45117819142643373
0,-2.2387264772989037,0.6130188215194089
1,-2.061150398180461,0.05662370528411609
2,-2.085949422778365,0.19805236959518305
3,-2.036032646870025,0.41500498474125475
4,-1.6929170753248328,0.2834135332341402
5,-1.727067095087962,0.19208894304179616
6,-1.5523645209718717,0.30566060714348764
7,-1.7667358002991211,0.4521748952218124
8,-1.8873162631553992,0.5455264153068721
0,-2.2409553316623776,0.6152511691855149
1,-2.0609622686612883,0.0538412238169198
2,-2.087183765695113,0.20112545949652472
3,-2.0303525064206616,0.41784467752601573
4,-1.7705825026422348,0.4509529000974467
5,-1.693813730971995,0.2823129909867161
6,-1.7319013727121784,0.1918507897677735
7,-1.5523473699273393,0.3073138760120562
8,-1.8860193089693356,0.5445729163912796
0,-2.238095573812266,0.6129556891434627
1,-2.0609203425455003,0.055716983317397606
2,-2.0297271447200136,0.4220643066615739
3,-1.7722972784055895,0.45055766157108595
4,-1.6999185908740173,0.28530072884646873
5,-1.7276648572016065,0.19225951718243842
6,-1.8851548679864432,0.5448563977356737
7,-1.5569935011803646,0.308030733211748
0,-2.2401464662511126,0.6255387367894868
1,-2.0625865479421583,0.05703596082737761
2,-2.026098290691526,0.4252700900821619
3,-1.7316274840153691,0.1943540461951585
4,-1.6940145009245815,0.2847488593543056
5,-1.8863093248847502,0.5449105535683001
6,-1.549795926110018,0.3045717189462842
7,-1.7687231681225406,0.4532154059991749
0,-2.0649770462716184,0.05453368455850371
1,-2.2445887163028484,0.6273271424234422
2,-2.029081127175507,0.41984402681843347
3,-1.6996400641056084,0.2856359478935854
4,-1.7253336909382617,0.19235804922207836
5,-1.5535275953843815,0.31107051071811237
6,-1.7649306591104474,0.4513100380687287
7,-1.8859137754830555,0.5447068164428406
0,-2.245077947586078,0.6274860047461102
1,-2.0629552774760636,0.05829120343560179
2,-2.0242340066459104,0.4284794587222374
3,-1.6956947355066614,0.2838255765011939
4,-1.726106308896509,0.1936204528179286
5,-1.554184769959536,0.31127299133744424
6,-1.7656229767664735,0.4512735441724016
7,-1.8845536938785992,0.5464800869794563
0,-2.2442410185255106,0.6268220506827998
1,-2.063333462070577,0.05431499197836509
2,-2.0873625602157135,0.18459788126030002
3,-2.0278429281848287,0.42288922749972296
4,-1.7760033643889213,0.44906561661423466
5,-1.7313603020889403,0.18953618212219214
6,-1.7023551187996482,0.28593304004988357
7,-1.5506682102141476,0.3037917599972527
8,-1.8900502164071475,0.5430331791094637
0,-2.2437563509493,0.6291133977238258
1,-2.0666627150845596,0.057767292085033964
2,-2.0878096211496495,0.20320717164818577
3,-2.0308657012676488,0.42244878157414884
4,-1.7270097445320558,0.19100651808547747
5,-1.8870435591339458,0.5451945149687849
6,-1.555675497713659,0.30676645333306757
0,-2.2394527379118325,0.6297227316627977
1,-2.0612176789348284,0.057917057758567286
2,-2.0198466840452554,0.42726027845171777
3,-1.6883449332163085,0.19207588630738984
4,-1.6882160510542394,0.27887785295450207
5,-1.546423726429543,0.30327627406684565
6,-1.7629313263618291,0.45163520741717145
7,-1.8882371205487951,0.5445787510252331
