

trial,2
x,y,z,yaw
0.05223542158321802,0.7186207292722027,-0.04013468188621716,-3.132491933265438
0.04882673121503778,0.6916839864362778,-0.0414375793483055,-3.1225661251074914
0.046436038194894225,0.6733682860603424,-0.041133362326450484,-3.1250330028655386
0.04515487491238642,0.6669561270960137,-0.04499479305788068,-3.1278576450539517
0.04264106251352517,0.6612860344388402,-0.045543405949410865,-3.135167451235557
0.04019996604738527,0.6530049406348606,-0.04652790954874475,-3.136093493596105
0.03848009684324778,0.6402763553535253,-0.046635617635152116,-3.136973089122042
0.03768852861993608,0.6317211517784926,-0.03931234356334712,3.137382224077786
0.03650033328322655,0.625656219108639,-0.04404441109722668,3.1341581713565123
0.035247103820433716,0.619559076037334,-0.04450842598156468,3.128947723514266
0.03464635702782223,0.6176852073761162,-0.041182498462480455,3.132585629285233
0.03419667983596272,0.6152827313267106,-0.04297108334666144,3.1309634241691073
0.03324319042794764,0.605470791442724,-0.038077210864870814,3.1289129931015616
0.032110740144863585,0.6001978717103014,-0.032709586400267776,3.1349030070629884
0.03147416735280875,0.5865294497173411,-0.03315983163244507,3.1322598889342634
0.029804404857453358,0.5850746441757708,-0.03955076175753036,3.1296150432159404
0.02748504229472136,0.5630432962179883,-0.03311342199820766,3.134292932704177
0.02594852921678438,0.5465793306938618,-0.034850720715679406,3.133200083293282
0.027335015353456095,0.5836246527767485,-0.03402933071255898,3.137320428964726
0.03438637767653712,0.6807262546824693,-0.024771730275398474,3.1373333049089824
0.03643398635055551,0.7262412135844311,-0.024539495726298766,3.136366648617858
0.04023522111008487,0.7586848176508988,-0.031428407380325485,3.129971961192554
0.041467051534111204,0.762179513461879,-0.031191006063525872,3.12812842587988
0.04558239565238486,0.786719590160068,-0.027141295190733272,3.1337693665605406
0.046518261049318985,0.7954055900232436,-0.02945630681999667,3.1245133067963016
0.0471233701639608,0.8076714214770485,-0.035468732780073786,3.11464278786522
0.04986854809465028,0.8110405526765019,-0.02829138680264154,3.1276687810829804
0.0530388110719061,0.8326239231190893,-0.03209378614885017,3.1248563530058906
0.05228807043653693,0.8405420324623821,-0.039896746518923054,3.1288819298413917
0.054457225781303464,0.852863682114218,-0.03480915218198222,3.126629293659006
0.053521281269621405,0.8586854066903242,-0.043585921235846925,3.1241938838678935
0.05418310264666544,0.8648248962106699,-0.04317666896253458,3.134131986286522
0.054343212700494,0.8650010050203178,-0.04332580832751631,3.1330626737119474
0.05449021654516333,0.868826286107257,-0.04028540442894735,3.1330892776335437
0.054649582019028024,0.8692878698412486,-0.03987042609760172,3.1384807613236356
0.05464401230760576,0.8704116455277398,-0.030471043415681853,3.1346215952026952
0.049242612074422196,0.8706286796904046,-0.04272006677307605,3.1299324279000524
0.05032986288886611,0.8714249972434882,-0.04495002321355823,3.1360610058344895
0.05077821383120779,0.8724270380854816,-0.04871799029042001,3.1348541487764128
0.061389635633303546,0.8876128510745566,-0.034135401733763615,-3.132322960510369


trial,2
x,y,z,yaw
-0.005755461027143874,0.7139153290020386,-0.03870717079715602,-3.1179821321898378
